y/delta,y^+,U,dU/dy,W,P,nx,ny,nz,Lx,Lz,n,nu,delta,U_mean,u_tau,Re_tau,u'p',v'p',w'p',u'u',v'v',w'w',u'v',u'w',v'w',k
0.0011463648861459,5.944930392949966,5.631040719012941,0.8198167667632708,-0.0008900359093374,-0.0445367707300484,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.3369366378737039,-0.1222067499026862,0.001951348982125,4.983497331857055,0.0444868998750257,0.9596438236773368,-0.178864316760865,-0.0005121960072443,2.652139418158893e-05,2.993814027704709
0.0012820369577428,6.648511802027046,6.191734746573503,0.7737284660928244,-0.0009795534558467,-0.0592951430967047,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.3344918135007527,-0.1345285333931587,0.0021422760492689,5.714370530246509,0.0592293578704904,1.07585161947444,-0.2247728164384186,-0.0005802848245074,3.319897992679885e-05,3.42472575379572
0.0014216761093581,7.372666080054942,6.734504325216657,0.7252583950226856,-0.0010666164411943,-0.0764749991344046,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.3338769244828623,-0.1457658120168525,0.002324254693784,6.389683782639549,0.0763908980380254,1.188936426284674,-0.2730568406437616,-0.0006398366457009,4.019048804757281e-05,3.827505553481124
0.001565281786321,8.117390350568176,7.256111921581341,0.6756973507010433,-0.0011507565520422,-0.096053932601899,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.3366467294865064,-0.1558018572023845,0.0024969011855222,6.994613934909116,0.0959491781857364,1.298530389382188,-0.3224268187495392,-0.0006894848813328,4.730651602090066e-05,4.19454675123852
0.0017128534182051,8.882681655393672,7.754158045599447,0.6262103961235123,-0.0012316245354576,-0.1179703708786746,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.3438083044285569,-0.1645494402611247,0.002660355992423,7.520625289776707,0.1178427239763971,1.404351135123613,-0.3717187995118702,-0.0007285934580542,5.438953028680476e-05,4.521409574438359
0.0018643904188303,9.668536954662272,8.227058594739763,0.5777783178119661,-0.0013089824294662,-0.1421267639817894,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.3558532433098044,-0.1719570172759421,0.0028149913756358,7.964627136814526,0.141974114455463,1.506160116131893,-0.4199529334143858,-0.0007571221308277,6.130008783913752e-05,4.806380683700941
0.0020198921862656,10.47495312682141,8.673972360172826,0.5311718211553739,-0.0013826923845566,-0.1683927569343318,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.3728317604529829,-0.1780135111728477,0.0029611198430122,8.327816005286795,0.1682131521113594,1.603744816944503,-0.4663592637429678,-0.0007754701899962,6.79303926048226e-05,5.049886987171329
0.002179358102831,11.30192696864662,9.094697867056889,0.4869514639513856,-0.0014527002522276,-0.1966087699473664,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.3944487904043546,-0.1827500866347176,0.0030988197129778,8.614462979202218,0.1964004428192719,1.696916327036239,-0.5103777808489457,-0.0007842907818878,7.422020645027458e-05,5.253889874528864
0.0023427875351006,12.14945519525534,9.48955643693405,0.4454852641894829,-0.0015190139399437,-0.2265902175828637,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.4201653825113185,-0.1862383963808749,0.0032279421188277,8.830814306843106,0.2263516148627094,1.785514788822818,-0.5516408225715267,-0.0007843342616703,8.012414956193438e-05,5.421340355264316
0.0025101798339043,13.01753444011904,9.859274626459758,0.4069764578706155,-0.0015816901128553,-0.2581323788835346,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.4492930018371384,-0.1885856125053101,0.0033482454041822,8.984189789328289,0.2578621850813868,1.869417270479614,-0.5899453502913321,-0.0007763777102943,8.562272466603456e-05,5.555734622444644
0.0026815343343311,13.90616125507758,10.20487510228769,0.3714953193895211,-0.0016408170271151,-0.2910157485237785,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.4810731038650324,-0.1899270790727152,0.0034595776086335,9.082301283462773,0.2907129054278092,1.948544564885448,-0.6252211466289805,-0.0007611843144791,9.072079362087031e-05,5.660779376888015
0.0028568503557314,14.81533211035189,10.52758125227852,0.3390106735892723,-0.0016965051937498,-0.3250115950264131,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.5147389743535818,-0.1904176289161959,0.003562043874773,9.132775233646273,0.3246753184000326,2.022865172824118,-0.6574993405760085,-0.0007394889335682,9.54276673201118e-05,5.74015786243521
0.0030361272017197,15.74504339455838,10.82873781580348,0.3094184038789963,-0.0017488835371048,-0.3598874286472384,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.5495602137893064,-0.1902225573872708,0.0036561153558084,9.142844546126591,0.3595172228917295,2.092396041092478,-0.6868839308526583,-0.0007119581038514,9.976045766936511e-05,5.797378905055401
0.0032193641601774,16.69529141472329,11.1097476611381,0.2825655885630782,-0.0017980915610717,-0.3954121116851627,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.5848717538164151,-0.1895090513879814,0.0037426020789306,9.119170108542551,0.3950077778268206,2.157200299156267,-0.7135276777751021,-0.0006791796025811,0.0001037535886532,5.835689092762821
0.0034065605032558,17.66607239629828,11.37202346701563,0.2582698791672487,-0.0018442779301254,-0.4313603994676804,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.6200898254915863,-0.1884386613844527,0.0038224955347118,9.067755239516542,0.4309220311249165,2.217382702471645,-0.7376127523239844,-0.0006416955174674,0.0001074372792132,5.858029986556551
0.0035977154873786,18.65738248317309,11.61695235784891,0.2363343574056081,-0.0018875961828752,-0.4675167708058873,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.6547178823825275,-0.1871612267095602,0.0038968472555516,8.99392278716396,0.4670447386844278,2.273083574700332,-0.7593358752807456,-0.0006000256113807,0.0001108477821057,5.867025550274359
0.0037928283532452,19.66921773769277,11.84587128591009,0.2165584256657568,-0.0019282032482705,-0.5036784849081705,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.6883457120059187,-0.1858104491695091,0.0039666963361716,8.902331760668092,0.5031734139247044,2.324471995541199,-0.7788974545517627,-0.0005546776158802,0.0001140149484569,5.864988585066998
0.0039918983258339,20.70157414067443,12.06005100113278,0.1987454246154356,-0.001966259728749,-0.539657864798484,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.7206443367328528,-0.1845010672460115,0.0040329085891777,8.797017111384019,0.5391206080647862,2.371738889424008,-0.7964939669539116,-0.0005061412384101,0.0001169484937925,5.853938304436406
0.0041949246144041,21.75444759141932,12.26068665968499,0.1827076592271128,-0.0020019286022807,-0.5752838437957245,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.7513585052800037,-0.1833274569977142,0.0040960439522335,8.68144166629473,0.5747154657437948,2.415090451614629,-0.8123129324150681,-0.0004549092782568,0.0001196575762995,5.835623791826576
0.0044019064125007,22.82783390773295,12.4488933974505,0.1682694424612161,-0.0020353740240693,-0.6104028523462597,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.7802981128087209,-0.1823635368393058,0.0041565931033913,8.558552919895625,0.6098046271124529,2.454742181932016,-0.8265298904855862,-0.0004014879818223,0.0001221388997348,5.811549864470047
0.004612842897956,23.9217288259395,12.62570548053014,0.1552686694971091,-0.0020667557033558,-0.6448791615897287,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8073292772762504,-0.1816638018807701,0.0042154661119109,8.43083999089512,0.6442525627571307,2.490913644653254,-0.8393068115701771,-0.0003463825801232,0.0001243965405738,5.783003099152753
0.004827733232894,25.0361280008997,12.79207792113261,0.143557351288462,-0.0020962232851189,-0.6785947895224976,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8323653053385773,-0.1812651147126215,0.0042740837391989,8.300388045770466,0.6779414392767986,2.523823945789483,-0.8507915664417162,-0.0002901030398326,0.0001264459422694,5.751076715418375
0.0050465765637334,26.17102700602804,12.94888970480265,0.1330014457527825,-0.0021239153557208,-0.7114490389807228,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8553578709435633,-0.1811888935107169,0.0043338930058211,8.168928776475868,0.7107706163724941,2.553687959520301,-0.8611180880568381,-0.0002331664597098,0.0001283029028628,5.716693676184331
0.0052693720211904,27.32642133330954,13.09694798910353,0.1234802385140301,-0.0021499650772239,-0.7433577318525745,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8762888717331604,-0.181443481524361,0.0043958221170359,8.037886474736958,0.7426558686505633,2.580713371113931,-0.8704069837767786,-0.0001760040986307,0.0001299790232357,5.680627857250727
0.0054961187202833,28.50230639331869,13.23699280719256,0.1148854556401237,-0.0021745092932379,-0.7742522086622937,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8951636184104389,-0.1820264316810299,0.0044602132070315,7.908419776242297,0.7735284104182846,2.60509856793069,-0.8787664224207077,-0.0001188157532164,0.0001314740577408,5.643523377295635
0.005726815760335,29.69867751523788,13.36970193869813,0.1071202312999398,-0.0021976912393645,-0.8040781663188686,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9120060710566916,-0.1829264915798388,0.0045273193100615,7.78145910163156,0.8033337910965686,2.627031262275215,-0.8862931625551893,-6.159866832994027e-05,0.0001327854927754,5.605912077501672
0.005961462224977,30.91552994687357,13.49569571382857,0.1000980297951811,-0.0022196495537913,-0.8327944383370959,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9268556958194748,-0.1841252935204171,0.0045979037601563,7.657739610169936,0.8320307155921967,2.646687641060484,-0.893073636461301,-4.385548020670487e-06,0.0001339182054411,5.568228983411309
0.0062000571821532,32.15285885467869,13.61554160994985,0.0937415901061928,-0.0022405024374964,-0.8603717941355875,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9397642707293984,-0.1855988921908022,0.0046730886331538,7.537829941178969,0.8595898232732729,2.66423192576744,-0.8991850138251383,5.257202524505077e-05,0.000134883174339,5.53082584510984
0.0064425996841231,33.41065932376937,13.72975856205608,0.0879819316814181,-0.002260342015616,-0.8867917803835711,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.950792477889935,-0.1873193559781424,0.0047536053257473,7.422157359969877,0.8859924574123358,2.679816331771751,-0.904696208025188,0.0001088462687665,0.0001356955452843,5.493983074576983
0.0066890887674663,34.68892635794506,13.83882096092804,0.0827574525576409,-0.0022792354497484,-0.9120455606130112,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.960007553822906,-0.189256338033538,0.0048398482858042,7.311029571153976,0.9112294730140452,2.693581395650491,-0.9096687822491696,0.0001639644720637,0.0001363800331554,5.457920219909257
0.0069395234530853,35.98765487970814,13.94316233842537,0.0780131070094679,-0.0022972229359096,-0.9361326875128736,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9674824484235036,-0.1913784328093985,0.0049322906307079,7.204653708107691,0.935300111798721,2.70565656612873,-0.9141577599417414,0.0002175510460567,0.0001369730927763,5.42280519301757
0.0071939027462106,37.30683973028578,14.0431787300953,0.0736996596487839,-0.0023143116759523,-0.9590599179262564,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9732963727368094,-0.1936543688746903,0.0050307586520666,7.103153246878037,0.958210953648616,2.716160956863092,-0.9182123650198812,0.0002693414343901,0.0001375192037639,5.388762578694872
0.0074522256364037,38.64647566964779,14.13923174283467,0.0697730455441861,-0.0023304708600639,-0.9808402465331686,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9775351900577544,-0.1960539774440322,0.0051336697740119,7.006582540676103,0.9799749647343292,2.725204195414378,-0.9218766531004176,0.0003191270276761,0.000138052085044,5.355880850412405
0.0077144910975616,40.00655737652908,14.23165137242744,0.0661938047426927,-0.0023456491330284,-1.00149211297563,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.980288905570936,-0.1985487588143212,0.0052381643961183,6.914938897619927,1.000610632114332,2.732887336513355,-0.9251900501843168,0.0003668891342632,0.0001385537713175,5.324218433123807
0.0079806980879205,41.38707944845095,14.32073857285643,0.0629265656250791,-0.0023598131308716,-1.02103863642958,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.981647777959244,-0.2011121045231369,0.0053407769009688,6.828173123809365,1.020141149999522,2.739303719321479,-0.9281878699961408,0.0004128225282599,0.0001389517777321,5.293808996565183
0.0082508455500603,42.78803640174068,14.40676761036599,0.0599396252744916,-0.0023729718013008,-1.03950687238378,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9817014297606182,-0.2037193427642635,0.0054383551268091,6.746198599583099,1.038593660827423,2.744539812427718,-0.93090177324943,0.0004571230955057,0.0001391568772658,5.26466603641912
0.0085249324109089,44.20942267155626,14.48998827998378,0.0572046022527562,-0.0023851880492344,-1.056927109982107,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9805404303807944,-0.2063476440624911,0.0055289287566684,6.668898759507508,1.055998561274078,2.74867614720234,-0.9333601080822472,0.0004999216355076,0.0001390943480058,5.236786733991963
0.0088029575817458,45.65123261190661,14.57062798341019,0.0546960884309423,-0.002396572521564,-1.073332192393895,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.978256804691626,-0.2089759836797218,0.005612664124413,6.596133524982918,1.07238886968011,2.751788132422437,-0.935588222080018,0.0005413674736202,0.0001387518547206,5.210155263542733
0.0090849199582072,47.11346049567336,14.64889361905274,0.0523913046916763,-0.0024072426746456,-1.088756940035391,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9749428244378588,-0.2115850787782205,0.005691363337786,6.527745070372228,1.087799666660961,2.753946551909316,-0.9376088082338664,0.0005816159826772,0.0001382044269252,5.184745644471253
0.0093708184202897,48.59610051463453,14.72497328071319,0.050269808193116,-0.0024172839648593,-1.103237706671029,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9706895168190944,-0.2141573035249671,0.0057671784525708,6.463562724025438,1.102267614753625,2.755217705204651,-0.9394422505084792,0.0006207289671576,0.0001375629038731,5.160524021991857
0.0096606518323556,50.09914677948984,14.79903782723159,0.0483132715849421,-0.0024267468460915,-1.116812045116088,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9655861548590068,-0.2166769749364457,0.0058415566606178,6.403406868818963,1.115830543803522,2.755663413015858,-0.9411068568803348,0.0006587043693142,0.000136902070124,5.137450412819171
0.0099544190431364,51.62259331987914,14.87124236119,0.0465052739989513,-0.0024356606617572,-1.129518415972992,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9597205385695784,-0.2191306428877182,0.0059132021966352,6.347092509078053,1.128527067979344,2.75534141322906,-0.9426190325596844,0.0006955668169674,0.0001362487528476,5.115480495143228
0.010252118885738,53.16643408441002,14.9417275917606,0.0448311022428685,-0.0024440234397158,-1.141395857274591,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9531792658990854,-0.2215070066503629,0.0059769911543532,6.294432273735563,1.140396222987287,2.754306177283747,-0.9439934693935316,0.0007313286493805,0.0001356303614789,5.094567337003299
0.0105537501776455,54.73066294068145,15.01062109953589,0.0432775828044382,-0.0024517816835522,-1.152483660853679,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9460464579940032,-0.2237965420444877,0.0060267797173738,6.245238443746957,1.15147712871156,2.752609468688355,-0.9452433163844084,0.0007658406806066,0.000135090787309,5.074662520573436
0.0108593117207271,56.31527367530505,15.07803850424386,0.0418329177127582,-0.0024588494711065,-1.162821081766803,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9384016006722128,-0.2259910512464194,0.0060595633733004,6.199324678944945,1.161808681132298,2.750300320210923,-0.9463803552745712,0.0007987090527496,0.0001346452415758,5.055716840144084
0.01116880230124,57.92025999393565,15.14408453874368,0.0404865514555582,-0.0024651463237303,-1.172447012114165,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9303187963073192,-0.2280833966361241,0.0060764790130428,6.15650739507708,1.171429298612065,2.747425086633592,-0.9474151429601206,0.0008294563018791,0.0001342672981629,5.037680890161369
0.0114822206898339,59.54561552128909,15.20885406657139,0.0392290619382064,-0.0024706171543319,-1.181399682452695,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9218663407942204,-0.2300676227599923,0.0060802498658724,6.116606749061007,1.180376728444896,2.7440277445501,-0.9483571213877,0.0008577639883743,0.0001339142635381,5.020505611028002
0.0117995656415571,61.19133380117393,15.2724330260993,0.038052030006546,-0.0024752581955324,-1.189716455087683,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9131060647525854,-0.2319392612708679,0.0060714705483283,6.079447605893306,1.188687896368652,2.740150062690943,-0.9492147367366348,0.0008836703355622,0.000133535581799,5.004142782476452
0.0121208358958605,62.85740829651211,15.33489927265678,0.0369479288888732,-0.0024791443464594,-1.197433657315672,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.9040947756944177,-0.233695365345241,0.0060487895482147,6.044860296760743,1.196398789384721,2.735831768623516,-0.9499955591112644,0.0009075684353047,0.0001330838706287,4.98854542738449
0.0124460301766035,64.54383238936957,15.39632337255849,0.0359100546469329,-0.0024824043499394,-1.204586475374322,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8948853762975422,-0.2353341681953388,0.0060128640690846,6.012681045027226,1.203544358195469,2.731110533242304,-0.9507063257399448,0.0009298637450723,0.0001325579057517,4.973667968232499
0.0127751471920581,66.25059938097858,15.45676934672213,0.0349324246391753,-0.0024851494374934,-1.211208807453811,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8855247463224729,-0.2368546960053373,0.005968191087274,5.982752471004215,1.210158424568129,2.726021732282432,-0.95135300165634,0.0009507132847152,0.0001320202323741,4.959466313927388
0.013108185634915,67.97770249176607,15.51629529336792,0.034009659201472,-0.0024874306002752,-1.217333092495376,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8760541950594856,-0.2382565228319311,0.0059210097976522,5.954924393876559,1.216273592544416,2.720598443205409,-0.9519409131603432,0.0009701800889205,0.0001315368052958,4.945898214813192
0.0134451441822878,69.72513486138061,15.57495389924612,0.0331368990274528,-0.0024892676307969,-1.2229902498136,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8665125216543753,-0.2395397753616437,0.0058763339878752,5.929054111962233,1.221921172811232,2.714871894051424,-0.9524749010302273,0.0009885471372772,0.0001310996829929,4.932923589412445
0.0137860214957191,71.49288954871948,15.63279290883299,0.0323097769289199,-0.0024907070591865,-1.228209778430009,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8569356832862725,-0.2407052173342323,0.0058373344322084,5.90500587525966,1.227131145548594,2.708871744784827,-0.9529593855608643,0.0010063431193716,0.0001306215347844,4.92050438279654
0.0141308162211855,73.28095953195577,15.68985561657179,0.031524400659379,-0.0024918375398127,-1.233019969487292,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8473571202161367,-0.2417541514198262,0.0058060438827441,5.882650932236067,1.231932115297471,2.702626106823584,-0.9533983475112852,0.0010240474721039,0.0001300091873715,4.90860457717856
0.0144795269891028,75.08933770856771,15.7461813527517,0.0307773120531304,-0.0024927528168506,-1.237447921664099,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8378089109462252,-0.2426882645952433,0.0057841652821398,5.861867748999262,1.236351243604036,2.696161651233711,-0.9537952864485992,0.0010418150547269,0.0001292391012927,4.897190321918504
0.0148321524143317,76.91801689536518,15.80180593610547,0.0300654383608936,-0.0024935214867373,-1.241519338672182,10240,1536,7680,25.132741228718345,9.42477796076938,7,8e-06,1.0,1.0,0.0414872,5185.897,0.8283218018691614,-0.2435095860522075,0.0057735714962403,5.842541870935767,1.240414241503899,2.689503575987108,-0.9541532188780132,0.0010596329309949,0.000128356867145,4.886229844213387
